dt_venda;cd_empresa;cd_mercadoria;qt_vendida
01.05.2018 00:00:00;1;161458;18171
01.06.2018 00:00:00;1;161458;24607
01.07.2018 00:00:00;1;161458;17391
01.08.2018 00:00:00;1;161458;13374
01.09.2018 00:00:00;1;161458;9121
01.10.2018 00:00:00;1;161458;14079
01.11.2018 00:00:00;1;161458;16279
01.12.2018 00:00:00;1;161458;10673
01.01.2019 00:00:00;1;161458;5580
01.01.2016 00:00:00;1;161466;6678
01.02.2016 00:00:00;1;161466;8085
01.03.2016 00:00:00;1;161466;7112
01.04.2016 00:00:00;1;161466;11157
01.05.2016 00:00:00;1;161466;4587
01.06.2016 00:00:00;1;161466;6685
01.07.2016 00:00:00;1;161466;5144
01.08.2016 00:00:00;1;161466;6857
01.11.2016 00:00:00;1;161466;7764
01.12.2016 00:00:00;1;161466;6543
01.01.2017 00:00:00;1;161466;6156
01.02.2017 00:00:00;1;161466;5134
01.03.2017 00:00:00;1;161466;8127
01.04.2017 00:00:00;1;161466;7272
01.05.2017 00:00:00;1;161466;6827
01.06.2017 00:00:00;1;161466;7926
01.07.2017 00:00:00;1;161466;6951
01.08.2017 00:00:00;1;161466;4773
01.09.2017 00:00:00;1;161466;6303
01.10.2017 00:00:00;1;161466;7007
01.11.2017 00:00:00;1;161466;6487
01.12.2017 00:00:00;1;161466;7921
01.01.2018 00:00:00;1;161466;5380
01.02.2018 00:00:00;1;161466;5344
01.03.2018 00:00:00;1;161466;7238
01.04.2018 00:00:00;1;161466;4516
