dt_venda,cd_empresa,cd_mercadoria,qt_vendida
2018-08-01,1,128002,218
2018-09-01,1,128002,138
2018-10-01,1,128002,146
2018-11-01,1,128002,56
2016-01-01,1,131322,35
2016-02-01,1,131322,59
2016-03-01,1,131322,94
2016-04-01,1,131322,115
2016-05-01,1,131322,151
2016-06-01,1,131322,49
2016-07-01,1,131322,114
2016-08-01,1,131322,80
2016-11-01,1,131322,100
2016-12-01,1,131322,109
2017-01-01,1,131322,78
2017-02-01,1,131322,90
2017-03-01,1,131322,175
2017-04-01,1,131322,185
2017-05-01,1,131322,146
2017-06-01,1,131322,150
2017-07-01,1,131322,103
2017-08-01,1,131322,142
2017-09-01,1,131322,190
2017-10-01,1,131322,168
2017-11-01,1,131322,2
2017-12-01,1,131322,0
2018-01-01,1,131322,0
2018-02-01,1,131322,112
2018-03-01,1,131322,134
2018-04-01,1,131322,34
2018-05-01,1,131322,154
2018-06-01,1,131322,207
2018-07-01,1,131322,172
2018-08-01,1,131322,132
2018-09-01,1,131322,242
2018-10-01,1,131322,29
2018-11-01,1,131322,25
2016-01-01,1,131330,66
2016-02-01,1,131330,22
2016-03-01,1,131330,122
2016-04-01,1,131330,46
2016-05-01,1,131330,0
2016-06-01,1,131330,107
2016-07-01,1,131330,51
2016-08-01,1,131330,36
2016-11-01,1,131330,35
2016-12-01,1,131330,0
2017-01-01,1,131330,49
2017-02-01,1,131330,40
2017-03-01,1,131330,71
2017-04-01,1,131330,31
2017-05-01,1,131330,56
2017-06-01,1,131330,31
2017-07-01,1,131330,93
2017-08-01,1,131330,120
2017-09-01,1,131330,71
2017-10-01,1,131330,0
2017-11-01,1,131330,0
2017-12-01,1,131330,0
2018-01-01,1,131330,0
2018-02-01,1,131330,0
2018-03-01,1,131330,0
2018-04-01,1,131330,0
2018-05-01,1,131330,0
2018-06-01,1,131330,0
2018-07-01,1,131330,0
2016-01-01,1,135326,25
2016-02-01,1,135326,0
2016-03-01,1,135326,458
2016-04-01,1,135326,167
2016-05-01,1,135326,159
2016-06-01,1,135326,0
2016-07-01,1,135326,0
2016-08-01,1,135326,0
2016-11-01,1,135326,112
2016-12-01,1,135326,228
2017-01-01,1,135326,164
2017-02-01,1,135326,140
2017-03-01,1,135326,252
2017-04-01,1,135326,0
2017-05-01,1,135326,429
2017-06-01,1,135326,256
2017-07-01,1,135326,245
2017-08-01,1,135326,323
2017-09-01,1,135326,91
2017-10-01,1,135326,0
2017-11-01,1,135326,504
2017-12-01,1,135326,0
2018-01-01,1,135326,0
2018-02-01,1,135326,0
2018-03-01,1,135326,0
2018-04-01,1,135326,0
2018-05-01,1,135326,896
2018-06-01,1,135326,1
2018-07-01,1,135326,0
2018-08-01,1,135326,896
2018-09-01,1,135326,1408
2018-10-01,1,135326,0
2018-11-01,1,135326,0
2016-01-01,1,135334,274
2016-02-01,1,135334,383
2016-03-01,1,135334,870
2016-04-01,1,135334,140
2016-05-01,1,135334,430
2016-06-01,1,135334,233
2016-07-01,1,135334,310
2016-08-01,1,135334,67
2016-11-01,1,135334,219
2016-12-01,1,135334,299
2017-01-01,1,135334,6
2017-02-01,1,135334,267
2017-03-01,1,135334,333
2017-04-01,1,135334,100
2017-05-01,1,135334,386
2017-06-01,1,135334,300
2017-07-01,1,135334,409
2017-08-01,1,135334,805
2017-09-01,1,135334,0
2017-10-01,1,135334,0
2017-11-01,1,135334,792
2017-12-01,1,135334,8
2018-01-01,1,135334,0
2018-02-01,1,135334,0
2018-03-01,1,135334,0
2018-04-01,1,135334,0
2018-05-01,1,135334,1300
2018-06-01,1,135334,4000
2018-07-01,1,135334,0
2018-08-01,1,135334,0
2018-09-01,1,135334,0
2018-10-01,1,135334,0
2018-11-01,1,135334,0
2016-01-01,1,135342,86
2016-02-01,1,135342,69
2016-03-01,1,135342,288
2016-04-01,1,135342,235
2016-05-01,1,135342,767
2016-06-01,1,135342,482
2016-07-01,1,135342,828
2016-08-01,1,135342,377
2016-11-01,1,135342,356
2016-12-01,1,135342,409
2017-01-01,1,135342,93
2017-02-01,1,135342,155
2017-03-01,1,135342,678
2017-04-01,1,135342,905
2017-05-01,1,135342,718
2017-06-01,1,135342,713
2017-07-01,1,135342,650
2017-08-01,1,135342,1317
2017-09-01,1,135342,1039
2017-10-01,1,135342,539
2017-11-01,1,135342,301
2017-12-01,1,135342,208
2018-01-01,1,135342,370
2018-02-01,1,135342,236
2018-03-01,1,135342,244
2018-04-01,1,135342,466
2018-05-01,1,135342,644
2018-06-01,1,135342,1367
2018-07-01,1,135342,0
2018-08-01,1,135342,574
2018-09-01,1,135342,583
2018-10-01,1,135342,563
2018-11-01,1,135342,102
2016-01-01,1,135350,191
2016-02-01,1,135350,54
2016-03-01,1,135350,191
2016-04-01,1,135350,180
2016-05-01,1,135350,325
2016-06-01,1,135350,335
2016-07-01,1,135350,481
2016-08-01,1,135350,226
2016-11-01,1,135350,337
2016-12-01,1,135350,327
2017-01-01,1,135350,186
2017-02-01,1,135350,173
2017-03-01,1,135350,466
2017-04-01,1,135350,281
2017-05-01,1,135350,437
2017-06-01,1,135350,473
2017-07-01,1,135350,304
2017-08-01,1,135350,629
2017-09-01,1,135350,421
2017-10-01,1,135350,169
2017-11-01,1,135350,270
2017-12-01,1,135350,231
2018-01-01,1,135350,274
2018-02-01,1,135350,224
2018-03-01,1,135350,140
2018-04-01,1,135350,394
2018-05-01,1,135350,382
2018-06-01,1,135350,244
2018-07-01,1,135350,491
2018-08-01,1,135350,480
2018-09-01,1,135350,549
2018-10-01,1,135350,342
2018-11-01,1,135350,47
2016-01-01,1,135368,84
2016-02-01,1,135368,68
2016-03-01,1,135368,157
2016-04-01,1,135368,209
2016-05-01,1,135368,431
2016-06-01,1,135368,215
2016-07-01,1,135368,147
2016-08-01,1,135368,113
2016-11-01,1,135368,246
2016-12-01,1,135368,52
2017-01-01,1,135368,80
2017-02-01,1,135368,56
2017-03-01,1,135368,271
2017-04-01,1,135368,315
2017-05-01,1,135368,289
2017-06-01,1,135368,276
2017-07-01,1,135368,209
2017-08-01,1,135368,184
2017-09-01,1,135368,272
2017-10-01,1,135368,88
2017-11-01,1,135368,0
2017-12-01,1,135368,0
2018-01-01,1,135368,0
2018-02-01,1,135368,50
2018-03-01,1,135368,124
2018-04-01,1,135368,382
2018-05-01,1,135368,404
2018-06-01,1,135368,0
2018-07-01,1,135368,0
2018-08-01,1,135368,0
2018-09-01,1,135368,520
2018-10-01,1,135368,0
2018-11-01,1,135368,0
2016-01-01,1,135376,11
2016-02-01,1,135376,131
2016-03-01,1,135376,332
2016-04-01,1,135376,265
2016-05-01,1,135376,628
2016-06-01,1,135376,339
2016-07-01,1,135376,288
2016-08-01,1,135376,190
2016-11-01,1,135376,417
2016-12-01,1,135376,381
2017-01-01,1,135376,153
2017-02-01,1,135376,159
2017-03-01,1,135376,648
2017-04-01,1,135376,572
2017-05-01,1,135376,735
2017-06-01,1,135376,661
2017-07-01,1,135376,697
2017-08-01,1,135376,544
2017-09-01,1,135376,475
2017-10-01,1,135376,455
2017-11-01,1,135376,645
2017-12-01,1,135376,592
2018-01-01,1,135376,117
2018-02-01,1,135376,131
